RESPONSE,answer,item,list,structure,verb,Participant,accuracy
No,No,62,5,filler,none,28,correct
No,No,62,5,filler,none,28,correct
No,No,62,5,filler,none,28,correct
No,No,62,5,filler,none,28,correct
Yes,Yes,64,5,filler,none,28,correct
Yes,Yes,64,5,filler,none,28,correct
Yes,Yes,64,5,filler,none,28,correct
Yes,Yes,64,5,filler,none,28,correct
Yes,Yes,64,5,filler,none,28,correct
Yes,Yes,64,5,filler,none,28,correct
Yes,Yes,64,5,filler,none,28,correct
Yes,Yes,64,5,filler,none,28,correct
Yes,Yes,64,5,filler,none,28,correct
Yes,Yes,64,5,filler,none,28,correct
Yes,Yes,64,5,filler,none,28,correct
Yes,Yes,64,5,filler,none,28,correct
No,No,66,5,filler,none,28,correct
No,No,66,5,filler,none,28,correct
No,No,66,5,filler,none,28,correct
No,No,66,5,filler,none,28,correct
No,No,66,5,filler,none,28,correct
No,No,66,5,filler,none,28,correct
No,No,66,5,filler,none,28,correct
No,No,66,5,filler,none,28,correct
No,No,66,5,filler,none,28,correct
No,No,66,5,filler,none,28,correct
No,No,66,5,filler,none,28,correct
No,No,66,5,filler,none,28,correct
No,No,68,5,filler,none,28,correct
No,No,68,5,filler,none,28,correct
No,No,68,5,filler,none,28,correct
No,No,68,5,filler,none,28,correct
No,No,68,5,filler,none,28,correct
No,No,68,5,filler,none,28,correct
No,No,68,5,filler,none,28,correct
No,No,68,5,filler,none,28,correct
No,No,68,5,filler,none,28,correct
No,No,68,5,filler,none,28,correct
No,No,68,5,filler,none,28,correct
No,No,68,5,filler,none,28,correct
Yes,No,69,5,filler,none,28,incorrect
Yes,No,69,5,filler,none,28,incorrect
Yes,No,69,5,filler,none,28,incorrect
Yes,No,69,5,filler,none,28,incorrect
Yes,No,69,5,filler,none,28,incorrect
Yes,No,69,5,filler,none,28,incorrect
Yes,No,69,5,filler,none,28,incorrect
Yes,No,69,5,filler,none,28,incorrect
Yes,No,69,5,filler,none,28,incorrect
Yes,No,69,5,filler,none,28,incorrect
Yes,No,69,5,filler,none,28,incorrect
Yes,No,69,5,filler,none,28,incorrect
Yes,Yes,72,5,filler,none,28,correct
Yes,Yes,72,5,filler,none,28,correct
Yes,Yes,72,5,filler,none,28,correct
Yes,Yes,72,5,filler,none,28,correct
Yes,Yes,72,5,filler,none,28,correct
Yes,Yes,72,5,filler,none,28,correct
Yes,Yes,72,5,filler,none,28,correct
Yes,Yes,72,5,filler,none,28,correct
Yes,Yes,72,5,filler,none,28,correct
Yes,Yes,72,5,filler,none,28,correct
Yes,Yes,72,5,filler,none,28,correct
Yes,Yes,72,5,filler,none,28,correct
Yes,No,73,5,filler,none,28,incorrect
Yes,No,73,5,filler,none,28,incorrect
Yes,No,73,5,filler,none,28,incorrect
Yes,No,73,5,filler,none,28,incorrect
Yes,No,73,5,filler,none,28,incorrect
Yes,No,73,5,filler,none,28,incorrect
Yes,No,73,5,filler,none,28,incorrect
Yes,No,73,5,filler,none,28,incorrect
Yes,No,73,5,filler,none,28,incorrect
Yes,No,73,5,filler,none,28,incorrect
Yes,No,73,5,filler,none,28,incorrect
Yes,No,73,5,filler,none,28,incorrect
Yes,No,73,5,filler,none,28,incorrect
Yes,Yes,74,5,filler,none,28,correct
Yes,Yes,74,5,filler,none,28,correct
Yes,Yes,74,5,filler,none,28,correct
Yes,Yes,74,5,filler,none,28,correct
Yes,Yes,74,5,filler,none,28,correct
Yes,Yes,74,5,filler,none,28,correct
Yes,Yes,74,5,filler,none,28,correct
Yes,Yes,74,5,filler,none,28,correct
Yes,Yes,74,5,filler,none,28,correct
Yes,Yes,74,5,filler,none,28,correct
Yes,Yes,74,5,filler,none,28,correct
Yes,Yes,74,5,filler,none,28,correct
Yes,Yes,74,5,filler,none,28,correct
Yes,Yes,75,5,filler,none,28,correct
Yes,Yes,75,5,filler,none,28,correct
Yes,Yes,75,5,filler,none,28,correct
Yes,Yes,75,5,filler,none,28,correct
Yes,Yes,75,5,filler,none,28,correct
Yes,Yes,75,5,filler,none,28,correct
Yes,Yes,75,5,filler,none,28,correct
Yes,Yes,75,5,filler,none,28,correct
Yes,Yes,75,5,filler,none,28,correct
Yes,Yes,75,5,filler,none,28,correct
Yes,Yes,75,5,filler,none,28,correct
Yes,Yes,75,5,filler,none,28,correct
Yes,Yes,75,5,filler,none,28,correct
Yes,Yes,77,5,filler,none,28,correct
Yes,Yes,77,5,filler,none,28,correct
Yes,Yes,77,5,filler,none,28,correct
Yes,Yes,77,5,filler,none,28,correct
Yes,Yes,77,5,filler,none,28,correct
Yes,Yes,77,5,filler,none,28,correct
Yes,Yes,77,5,filler,none,28,correct
Yes,Yes,77,5,filler,none,28,correct
Yes,Yes,77,5,filler,none,28,correct
Yes,Yes,77,5,filler,none,28,correct
Yes,Yes,77,5,filler,none,28,correct
Yes,Yes,77,5,filler,none,28,correct
Yes,Yes,77,5,filler,none,28,correct
No,No,78,5,filler,none,28,correct
No,No,78,5,filler,none,28,correct
No,No,78,5,filler,none,28,correct
No,No,78,5,filler,none,28,correct
No,No,78,5,filler,none,28,correct
No,No,78,5,filler,none,28,correct
No,No,78,5,filler,none,28,correct
No,No,78,5,filler,none,28,correct
No,No,78,5,filler,none,28,correct
No,No,78,5,filler,none,28,correct
No,No,78,5,filler,none,28,correct
No,No,78,5,filler,none,28,correct
No,No,78,5,filler,none,28,correct
No,No,80,5,filler,none,28,correct
No,No,80,5,filler,none,28,correct
No,No,80,5,filler,none,28,correct
No,No,80,5,filler,none,28,correct
No,No,80,5,filler,none,28,correct
No,No,80,5,filler,none,28,correct
No,No,80,5,filler,none,28,correct
No,No,80,5,filler,none,28,correct
No,No,80,5,filler,none,28,correct
No,No,80,5,filler,none,28,correct
No,No,80,5,filler,none,28,correct
No,No,80,5,filler,none,28,correct
No,No,80,5,filler,none,28,correct
No,No,82,5,filler,none,28,correct
No,No,82,5,filler,none,28,correct
No,No,82,5,filler,none,28,correct
No,No,82,5,filler,none,28,correct
No,No,82,5,filler,none,28,correct
No,No,82,5,filler,none,28,correct
No,No,82,5,filler,none,28,correct
No,No,82,5,filler,none,28,correct
No,No,82,5,filler,none,28,correct
No,No,82,5,filler,none,28,correct
No,No,82,5,filler,none,28,correct
No,No,82,5,filler,none,28,correct
No,No,82,5,filler,none,28,correct
No,No,84,5,filler,none,28,correct
No,No,84,5,filler,none,28,correct
No,No,84,5,filler,none,28,correct
No,No,84,5,filler,none,28,correct
No,No,84,5,filler,none,28,correct
No,No,84,5,filler,none,28,correct
No,No,84,5,filler,none,28,correct
No,No,84,5,filler,none,28,correct
No,No,84,5,filler,none,28,correct
No,No,84,5,filler,none,28,correct
No,No,84,5,filler,none,28,correct
No,No,84,5,filler,none,28,correct
No,No,84,5,filler,none,28,correct
No,No,87,5,filler,none,28,correct
No,No,87,5,filler,none,28,correct
No,No,87,5,filler,none,28,correct
No,No,87,5,filler,none,28,correct
No,No,87,5,filler,none,28,correct
No,No,87,5,filler,none,28,correct
No,No,87,5,filler,none,28,correct
No,No,87,5,filler,none,28,correct
No,No,87,5,filler,none,28,correct
No,No,87,5,filler,none,28,correct
No,No,87,5,filler,none,28,correct
No,No,87,5,filler,none,28,correct
No,No,87,5,filler,none,28,correct
No,No,89,5,filler,none,28,correct
No,No,89,5,filler,none,28,correct
No,No,89,5,filler,none,28,correct
No,No,89,5,filler,none,28,correct
No,No,89,5,filler,none,28,correct
No,No,89,5,filler,none,28,correct
No,No,89,5,filler,none,28,correct
No,No,89,5,filler,none,28,correct
No,No,89,5,filler,none,28,correct
No,No,89,5,filler,none,28,correct
No,No,89,5,filler,none,28,correct
No,No,89,5,filler,none,28,correct
No,No,89,5,filler,none,28,correct
Yes,Yes,1,6,nomove,DP,29,correct
Yes,Yes,1,6,nomove,DP,29,correct
Yes,Yes,1,6,nomove,DP,29,correct
Yes,Yes,1,6,nomove,DP,29,correct
Yes,Yes,1,6,nomove,DP,29,correct
Yes,Yes,2,6,nomove,unacc,29,correct
Yes,Yes,2,6,nomove,unacc,29,correct
Yes,Yes,2,6,nomove,unacc,29,correct
Yes,Yes,2,6,nomove,unacc,29,correct
Yes,Yes,2,6,nomove,unacc,29,correct
No,No,5,6,move,unacc,29,correct
No,No,5,6,move,unacc,29,correct
No,No,5,6,move,unacc,29,correct
No,No,5,6,move,unacc,29,correct
No,No,5,6,move,unacc,29,correct
No,Yes,6,6,move,CP,29,incorrect
No,Yes,6,6,move,CP,29,incorrect
No,Yes,6,6,move,CP,29,incorrect
No,Yes,6,6,move,CP,29,incorrect
No,Yes,6,6,move,CP,29,incorrect
Yes,Yes,7,6,nomove,DP,29,correct
Yes,Yes,7,6,nomove,DP,29,correct
Yes,Yes,7,6,nomove,DP,29,correct
Yes,Yes,7,6,nomove,DP,29,correct
Yes,Yes,7,6,nomove,DP,29,correct
No,Yes,11,6,move,unacc,29,incorrect
No,Yes,11,6,move,unacc,29,incorrect
No,Yes,11,6,move,unacc,29,incorrect
No,Yes,11,6,move,unacc,29,incorrect
No,Yes,11,6,move,unacc,29,incorrect
Yes,Yes,13,6,nomove,DP,29,correct
Yes,Yes,13,6,nomove,DP,29,correct
Yes,Yes,13,6,nomove,DP,29,correct
Yes,Yes,13,6,nomove,DP,29,correct
Yes,Yes,13,6,nomove,DP,29,correct
Yes,Yes,14,6,nomove,unacc,29,correct
Yes,Yes,14,6,nomove,unacc,29,correct
Yes,Yes,14,6,nomove,unacc,29,correct
Yes,Yes,14,6,nomove,unacc,29,correct
Yes,Yes,14,6,nomove,unacc,29,correct
Yes,Yes,17,6,move,DP,29,correct
Yes,Yes,17,6,move,DP,29,correct
Yes,Yes,17,6,move,DP,29,correct
Yes,Yes,17,6,move,DP,29,correct
Yes,Yes,17,6,move,DP,29,correct
Yes,Yes,19,6,nomove,DP,29,correct
Yes,Yes,19,6,nomove,DP,29,correct
Yes,Yes,19,6,nomove,DP,29,correct
Yes,Yes,19,6,nomove,DP,29,correct
Yes,Yes,19,6,nomove,DP,29,correct
Yes,Yes,21,6,nomove,CP,29,correct
Yes,Yes,21,6,nomove,CP,29,correct
Yes,Yes,21,6,nomove,CP,29,correct
Yes,Yes,21,6,nomove,CP,29,correct
Yes,Yes,21,6,nomove,CP,29,correct
Yes,Yes,22,6,move,DP,29,correct
Yes,Yes,22,6,move,DP,29,correct
Yes,Yes,22,6,move,DP,29,correct
Yes,Yes,22,6,move,DP,29,correct
Yes,Yes,22,6,move,DP,29,correct
No,No,25,6,nomove,DP,29,correct
No,No,25,6,nomove,DP,29,correct
No,No,25,6,nomove,DP,29,correct
No,No,25,6,nomove,DP,29,correct
No,No,25,6,nomove,DP,29,correct
Yes,Yes,30,6,move,CP,29,correct
Yes,Yes,30,6,move,CP,29,correct
Yes,Yes,30,6,move,CP,29,correct
Yes,Yes,30,6,move,CP,29,correct
Yes,Yes,30,6,move,CP,29,correct
No,No,31,6,nomove,DP,29,correct
No,No,31,6,nomove,DP,29,correct
No,No,31,6,nomove,DP,29,correct
No,No,31,6,nomove,DP,29,correct
No,No,31,6,nomove,DP,29,correct
Yes,Yes,32,6,nomove,unacc,29,correct
Yes,Yes,32,6,nomove,unacc,29,correct
Yes,Yes,32,6,nomove,unacc,29,correct
Yes,Yes,32,6,nomove,unacc,29,correct
Yes,Yes,32,6,nomove,unacc,29,correct
No,No,33,6,nomove,CP,29,correct
No,No,33,6,nomove,CP,29,correct
No,No,33,6,nomove,CP,29,correct
No,No,33,6,nomove,CP,29,correct
No,No,33,6,nomove,CP,29,correct
No,Yes,35,6,move,unacc,29,incorrect
No,Yes,35,6,move,unacc,29,incorrect
No,Yes,35,6,move,unacc,29,incorrect
No,Yes,35,6,move,unacc,29,incorrect
No,Yes,35,6,move,unacc,29,incorrect
No,No,37,6,filler,none,29,correct
No,No,37,6,filler,none,29,correct
No,No,37,6,filler,none,29,correct
No,No,37,6,filler,none,29,correct
No,No,37,6,filler,none,29,correct
No,No,37,6,filler,none,29,correct
No,No,37,6,filler,none,29,correct
No,No,37,6,filler,none,29,correct
No,No,37,6,filler,none,29,correct
No,No,37,6,filler,none,29,correct
No,No,37,6,filler,none,29,correct
No,No,38,6,filler,none,29,correct
No,No,38,6,filler,none,29,correct
No,No,38,6,filler,none,29,correct
No,No,38,6,filler,none,29,correct
No,No,38,6,filler,none,29,correct
No,No,38,6,filler,none,29,correct
No,No,38,6,filler,none,29,correct
No,No,38,6,filler,none,29,correct
No,No,38,6,filler,none,29,correct
No,No,38,6,filler,none,29,correct
No,No,38,6,filler,none,29,correct
No,No,39,6,filler,none,29,correct
No,No,39,6,filler,none,29,correct
No,No,39,6,filler,none,29,correct
No,No,39,6,filler,none,29,correct
No,No,39,6,filler,none,29,correct
No,No,39,6,filler,none,29,correct
No,No,39,6,filler,none,29,correct
No,No,39,6,filler,none,29,correct
No,No,39,6,filler,none,29,correct
No,No,39,6,filler,none,29,correct
No,No,39,6,filler,none,29,correct
Yes,Yes,43,6,filler,none,29,correct
Yes,Yes,43,6,filler,none,29,correct
Yes,Yes,43,6,filler,none,29,correct
Yes,Yes,43,6,filler,none,29,correct
Yes,Yes,43,6,filler,none,29,correct
Yes,Yes,43,6,filler,none,29,correct
Yes,Yes,43,6,filler,none,29,correct
Yes,Yes,43,6,filler,none,29,correct
Yes,Yes,43,6,filler,none,29,correct
Yes,Yes,43,6,filler,none,29,correct
Yes,Yes,43,6,filler,none,29,correct
No,No,44,6,filler,none,29,correct
No,No,44,6,filler,none,29,correct
No,No,44,6,filler,none,29,correct
No,No,44,6,filler,none,29,correct
No,No,44,6,filler,none,29,correct
No,No,44,6,filler,none,29,correct
No,No,44,6,filler,none,29,correct
No,No,44,6,filler,none,29,correct
No,No,44,6,filler,none,29,correct
No,No,44,6,filler,none,29,correct
No,No,44,6,filler,none,29,correct
No,No,46,6,filler,none,29,correct
No,No,46,6,filler,none,29,correct
No,No,46,6,filler,none,29,correct
No,No,46,6,filler,none,29,correct
No,No,46,6,filler,none,29,correct
No,No,46,6,filler,none,29,correct
No,No,46,6,filler,none,29,correct
No,No,46,6,filler,none,29,correct
No,No,46,6,filler,none,29,correct
No,No,46,6,filler,none,29,correct
No,No,46,6,filler,none,29,correct
Yes,Yes,48,6,filler,none,29,correct
Yes,Yes,48,6,filler,none,29,correct
Yes,Yes,48,6,filler,none,29,correct
Yes,Yes,48,6,filler,none,29,correct
Yes,Yes,48,6,filler,none,29,correct
Yes,Yes,48,6,filler,none,29,correct
Yes,Yes,48,6,filler,none,29,correct
Yes,Yes,48,6,filler,none,29,correct
Yes,Yes,48,6,filler,none,29,correct
Yes,Yes,48,6,filler,none,29,correct
Yes,Yes,48,6,filler,none,29,correct
No,No,50,6,filler,none,29,correct
No,No,50,6,filler,none,29,correct
No,No,50,6,filler,none,29,correct
No,No,50,6,filler,none,29,correct
No,No,50,6,filler,none,29,correct
No,No,50,6,filler,none,29,correct
No,No,50,6,filler,none,29,correct
No,No,50,6,filler,none,29,correct
No,No,50,6,filler,none,29,correct
No,No,50,6,filler,none,29,correct
No,No,50,6,filler,none,29,correct
Yes,Yes,52,6,filler,none,29,correct
Yes,Yes,52,6,filler,none,29,correct
Yes,Yes,52,6,filler,none,29,correct
Yes,Yes,52,6,filler,none,29,correct
Yes,Yes,52,6,filler,none,29,correct
Yes,Yes,52,6,filler,none,29,correct
Yes,Yes,52,6,filler,none,29,correct
Yes,Yes,52,6,filler,none,29,correct
Yes,Yes,52,6,filler,none,29,correct
Yes,Yes,52,6,filler,none,29,correct
Yes,Yes,52,6,filler,none,29,correct
No,No,53,6,filler,none,29,correct
No,No,53,6,filler,none,29,correct
No,No,53,6,filler,none,29,correct
No,No,53,6,filler,none,29,correct
No,No,53,6,filler,none,29,correct
No,No,53,6,filler,none,29,correct
No,No,53,6,filler,none,29,correct
No,No,53,6,filler,none,29,correct
No,No,53,6,filler,none,29,correct
No,No,53,6,filler,none,29,correct
No,No,53,6,filler,none,29,correct
Yes,Yes,58,6,filler,none,29,correct
Yes,Yes,58,6,filler,none,29,correct
Yes,Yes,58,6,filler,none,29,correct
Yes,Yes,58,6,filler,none,29,correct
Yes,Yes,58,6,filler,none,29,correct
Yes,Yes,58,6,filler,none,29,correct
Yes,Yes,58,6,filler,none,29,correct
Yes,Yes,58,6,filler,none,29,correct
Yes,Yes,58,6,filler,none,29,correct
Yes,Yes,58,6,filler,none,29,correct
Yes,Yes,58,6,filler,none,29,correct
Yes,Yes,58,6,filler,none,29,correct
No,No,59,6,filler,none,29,correct
No,No,59,6,filler,none,29,correct
No,No,59,6,filler,none,29,correct
No,No,59,6,filler,none,29,correct
No,No,59,6,filler,none,29,correct
No,No,59,6,filler,none,29,correct
No,No,59,6,filler,none,29,correct
No,No,59,6,filler,none,29,correct
No,No,59,6,filler,none,29,correct
No,No,59,6,filler,none,29,correct
No,No,59,6,filler,none,29,correct
No,No,59,6,filler,none,29,correct
No,No,59,6,filler,none,29,correct
No,No,62,6,filler,none,29,correct
No,No,62,6,filler,none,29,correct
No,No,62,6,filler,none,29,correct
No,No,62,6,filler,none,29,correct
No,No,62,6,filler,none,29,correct
No,No,62,6,filler,none,29,correct
No,No,62,6,filler,none,29,correct
No,No,62,6,filler,none,29,correct
No,No,62,6,filler,none,29,correct
No,No,62,6,filler,none,29,correct
No,No,62,6,filler,none,29,correct
No,No,62,6,filler,none,29,correct
Yes,Yes,64,6,filler,none,29,correct
Yes,Yes,64,6,filler,none,29,correct
Yes,Yes,64,6,filler,none,29,correct
Yes,Yes,64,6,filler,none,29,correct
Yes,Yes,64,6,filler,none,29,correct
Yes,Yes,64,6,filler,none,29,correct
Yes,Yes,64,6,filler,none,29,correct
Yes,Yes,64,6,filler,none,29,correct
Yes,Yes,64,6,filler,none,29,correct
Yes,Yes,64,6,filler,none,29,correct
Yes,Yes,64,6,filler,none,29,correct
Yes,Yes,64,6,filler,none,29,correct
No,No,66,6,filler,none,29,correct
No,No,66,6,filler,none,29,correct
No,No,66,6,filler,none,29,correct
No,No,66,6,filler,none,29,correct
No,No,66,6,filler,none,29,correct
No,No,66,6,filler,none,29,correct
No,No,66,6,filler,none,29,correct
No,No,66,6,filler,none,29,correct
No,No,66,6,filler,none,29,correct
No,No,66,6,filler,none,29,correct
No,No,66,6,filler,none,29,correct
No,No,66,6,filler,none,29,correct
No,No,68,6,filler,none,29,correct
No,No,68,6,filler,none,29,correct
No,No,68,6,filler,none,29,correct
No,No,68,6,filler,none,29,correct
No,No,68,6,filler,none,29,correct
No,No,68,6,filler,none,29,correct
No,No,68,6,filler,none,29,correct
No,No,68,6,filler,none,29,correct
No,No,68,6,filler,none,29,correct
No,No,68,6,filler,none,29,correct
No,No,68,6,filler,none,29,correct
No,No,68,6,filler,none,29,correct
No,No,69,6,filler,none,29,correct
No,No,69,6,filler,none,29,correct
No,No,69,6,filler,none,29,correct
No,No,69,6,filler,none,29,correct
No,No,69,6,filler,none,29,correct
No,No,69,6,filler,none,29,correct
No,No,69,6,filler,none,29,correct
No,No,69,6,filler,none,29,correct
No,No,69,6,filler,none,29,correct
No,No,69,6,filler,none,29,correct
No,No,69,6,filler,none,29,correct
No,No,69,6,filler,none,29,correct
Yes,Yes,72,6,filler,none,29,correct
Yes,Yes,72,6,filler,none,29,correct
Yes,Yes,72,6,filler,none,29,correct
Yes,Yes,72,6,filler,none,29,correct
Yes,Yes,72,6,filler,none,29,correct
Yes,Yes,72,6,filler,none,29,correct
Yes,Yes,72,6,filler,none,29,correct
Yes,Yes,72,6,filler,none,29,correct
Yes,Yes,72,6,filler,none,29,correct
Yes,Yes,72,6,filler,none,29,correct
Yes,Yes,72,6,filler,none,29,correct
Yes,Yes,72,6,filler,none,29,correct
Yes,No,73,6,filler,none,29,incorrect
Yes,No,73,6,filler,none,29,incorrect
Yes,No,73,6,filler,none,29,incorrect
Yes,No,73,6,filler,none,29,incorrect
Yes,No,73,6,filler,none,29,incorrect
Yes,No,73,6,filler,none,29,incorrect
Yes,No,73,6,filler,none,29,incorrect
Yes,No,73,6,filler,none,29,incorrect
Yes,No,73,6,filler,none,29,incorrect
Yes,No,73,6,filler,none,29,incorrect
Yes,No,73,6,filler,none,29,incorrect
Yes,No,73,6,filler,none,29,incorrect
Yes,No,73,6,filler,none,29,incorrect
Yes,Yes,74,6,filler,none,29,correct
Yes,Yes,74,6,filler,none,29,correct
Yes,Yes,74,6,filler,none,29,correct
Yes,Yes,74,6,filler,none,29,correct
Yes,Yes,74,6,filler,none,29,correct
Yes,Yes,74,6,filler,none,29,correct
Yes,Yes,74,6,filler,none,29,correct
Yes,Yes,74,6,filler,none,29,correct
Yes,Yes,74,6,filler,none,29,correct
Yes,Yes,74,6,filler,none,29,correct
Yes,Yes,74,6,filler,none,29,correct
Yes,Yes,74,6,filler,none,29,correct
Yes,Yes,74,6,filler,none,29,correct
Yes,Yes,75,6,filler,none,29,correct
Yes,Yes,75,6,filler,none,29,correct
Yes,Yes,75,6,filler,none,29,correct
Yes,Yes,75,6,filler,none,29,correct
Yes,Yes,75,6,filler,none,29,correct
Yes,Yes,75,6,filler,none,29,correct
Yes,Yes,75,6,filler,none,29,correct
Yes,Yes,75,6,filler,none,29,correct
Yes,Yes,75,6,filler,none,29,correct
Yes,Yes,75,6,filler,none,29,correct
Yes,Yes,75,6,filler,none,29,correct
Yes,Yes,75,6,filler,none,29,correct
Yes,Yes,75,6,filler,none,29,correct
Yes,Yes,77,6,filler,none,29,correct
Yes,Yes,77,6,filler,none,29,correct
Yes,Yes,77,6,filler,none,29,correct
Yes,Yes,77,6,filler,none,29,correct
Yes,Yes,77,6,filler,none,29,correct
Yes,Yes,77,6,filler,none,29,correct
Yes,Yes,77,6,filler,none,29,correct
Yes,Yes,77,6,filler,none,29,correct
Yes,Yes,77,6,filler,none,29,correct
Yes,Yes,77,6,filler,none,29,correct
Yes,Yes,77,6,filler,none,29,correct
Yes,Yes,77,6,filler,none,29,correct
Yes,Yes,77,6,filler,none,29,correct
No,No,78,6,filler,none,29,correct
No,No,78,6,filler,none,29,correct
No,No,78,6,filler,none,29,correct
No,No,78,6,filler,none,29,correct
No,No,78,6,filler,none,29,correct
No,No,78,6,filler,none,29,correct
No,No,78,6,filler,none,29,correct
No,No,78,6,filler,none,29,correct
No,No,78,6,filler,none,29,correct
No,No,78,6,filler,none,29,correct
No,No,78,6,filler,none,29,correct
No,No,78,6,filler,none,29,correct
No,No,78,6,filler,none,29,correct
No,No,80,6,filler,none,29,correct
No,No,80,6,filler,none,29,correct
No,No,80,6,filler,none,29,correct
No,No,80,6,filler,none,29,correct
No,No,80,6,filler,none,29,correct
No,No,80,6,filler,none,29,correct
No,No,80,6,filler,none,29,correct
No,No,80,6,filler,none,29,correct
No,No,80,6,filler,none,29,correct
No,No,80,6,filler,none,29,correct
No,No,80,6,filler,none,29,correct
No,No,80,6,filler,none,29,correct
No,No,80,6,filler,none,29,correct
No,No,82,6,filler,none,29,correct
No,No,82,6,filler,none,29,correct
No,No,82,6,filler,none,29,correct
No,No,82,6,filler,none,29,correct
No,No,82,6,filler,none,29,correct
No,No,82,6,filler,none,29,correct
No,No,82,6,filler,none,29,correct
No,No,82,6,filler,none,29,correct
No,No,82,6,filler,none,29,correct
No,No,82,6,filler,none,29,correct
No,No,82,6,filler,none,29,correct
No,No,82,6,filler,none,29,correct
No,No,82,6,filler,none,29,correct
No,No,84,6,filler,none,29,correct
No,No,84,6,filler,none,29,correct
No,No,84,6,filler,none,29,correct
No,No,84,6,filler,none,29,correct
No,No,84,6,filler,none,29,correct
No,No,84,6,filler,none,29,correct
No,No,84,6,filler,none,29,correct
No,No,84,6,filler,none,29,correct
No,No,84,6,filler,none,29,correct
No,No,84,6,filler,none,29,correct
No,No,84,6,filler,none,29,correct
No,No,84,6,filler,none,29,correct
No,No,84,6,filler,none,29,correct
No,No,87,6,filler,none,29,correct
No,No,87,6,filler,none,29,correct
No,No,87,6,filler,none,29,correct
No,No,87,6,filler,none,29,correct
No,No,87,6,filler,none,29,correct
No,No,87,6,filler,none,29,correct
No,No,87,6,filler,none,29,correct
No,No,87,6,filler,none,29,correct
No,No,87,6,filler,none,29,correct
No,No,87,6,filler,none,29,correct
No,No,87,6,filler,none,29,correct
No,No,87,6,filler,none,29,correct
No,No,87,6,filler,none,29,correct
No,No,89,6,filler,none,29,correct
No,No,89,6,filler,none,29,correct
No,No,89,6,filler,none,29,correct
No,No,89,6,filler,none,29,correct
No,No,89,6,filler,none,29,correct
No,No,89,6,filler,none,29,correct
No,No,89,6,filler,none,29,correct
No,No,89,6,filler,none,29,correct
No,No,89,6,filler,none,29,correct
No,No,89,6,filler,none,29,correct
No,No,89,6,filler,none,29,correct
No,No,89,6,filler,none,29,correct
No,No,89,6,filler,none,29,correct
Yes,Yes,1,1,move,CP,30,correct
Yes,Yes,1,1,move,CP,30,correct
Yes,Yes,1,1,move,CP,30,correct
Yes,Yes,1,1,move,CP,30,correct
Yes,Yes,1,1,move,CP,30,correct
Yes,Yes,2,1,nomove,DP,30,correct
Yes,Yes,2,1,nomove,DP,30,correct
Yes,Yes,2,1,nomove,DP,30,correct
Yes,Yes,2,1,nomove,DP,30,correct
Yes,Yes,2,1,nomove,DP,30,correct
No,No,5,1,move,DP,30,correct
No,No,5,1,move,DP,30,correct
No,No,5,1,move,DP,30,correct
No,No,5,1,move,DP,30,correct
No,No,5,1,move,DP,30,correct
Yes,Yes,6,1,move,unacc,30,correct
Yes,Yes,6,1,move,unacc,30,correct
Yes,Yes,6,1,move,unacc,30,correct
Yes,Yes,6,1,move,unacc,30,correct
Yes,Yes,6,1,move,unacc,30,correct
Yes,Yes,7,1,move,CP,30,correct
Yes,Yes,7,1,move,CP,30,correct
Yes,Yes,7,1,move,CP,30,correct
Yes,Yes,7,1,move,CP,30,correct
Yes,Yes,7,1,move,CP,30,correct
No,Yes,11,1,move,DP,30,incorrect
No,Yes,11,1,move,DP,30,incorrect
No,Yes,11,1,move,DP,30,incorrect
No,Yes,11,1,move,DP,30,incorrect
No,Yes,11,1,move,DP,30,incorrect
Yes,Yes,13,1,move,CP,30,correct
Yes,Yes,13,1,move,CP,30,correct
Yes,Yes,13,1,move,CP,30,correct
Yes,Yes,13,1,move,CP,30,correct
Yes,Yes,13,1,move,CP,30,correct
Yes,Yes,14,1,nomove,DP,30,correct
Yes,Yes,14,1,nomove,DP,30,correct
Yes,Yes,14,1,nomove,DP,30,correct
Yes,Yes,14,1,nomove,DP,30,correct
Yes,Yes,14,1,nomove,DP,30,correct
Yes,Yes,17,1,nomove,CP,30,correct
Yes,Yes,17,1,nomove,CP,30,correct
Yes,Yes,17,1,nomove,CP,30,correct
Yes,Yes,17,1,nomove,CP,30,correct
Yes,Yes,17,1,nomove,CP,30,correct
Yes,Yes,19,1,move,CP,30,correct
Yes,Yes,19,1,move,CP,30,correct
Yes,Yes,19,1,move,CP,30,correct
Yes,Yes,19,1,move,CP,30,correct
Yes,Yes,19,1,move,CP,30,correct
Yes,Yes,21,1,nomove,unacc,30,correct
Yes,Yes,21,1,nomove,unacc,30,correct
Yes,Yes,21,1,nomove,unacc,30,correct
Yes,Yes,21,1,nomove,unacc,30,correct
Yes,Yes,21,1,nomove,unacc,30,correct
Yes,Yes,22,1,nomove,CP,30,correct
Yes,Yes,22,1,nomove,CP,30,correct
Yes,Yes,22,1,nomove,CP,30,correct
Yes,Yes,22,1,nomove,CP,30,correct
Yes,Yes,22,1,nomove,CP,30,correct
No,No,25,1,move,CP,30,correct
No,No,25,1,move,CP,30,correct
No,No,25,1,move,CP,30,correct
No,No,25,1,move,CP,30,correct
No,No,25,1,move,CP,30,correct
Yes,Yes,30,1,move,unacc,30,correct
Yes,Yes,30,1,move,unacc,30,correct
Yes,Yes,30,1,move,unacc,30,correct
